client_id,montant_moyen,dernière_transaction,nb_transactions_mois,dernière_transaction_jour,cluster,cluster_name
377,918194,06/08/2025,9,22,1,Moyen montant / faible activité / ancien
378,254143,18/08/2025,17,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
379,775992,22/08/2025,3,6,2,Élevé montant / moyen activité / récent
380,675628,16/08/2025,3,12,2,Élevé montant / moyen activité / récent
381,735708,01/08/2025,17,27,0,Élevé montant / élevé activité / ancien
382,116749,12/08/2025,0,16,3,Faible montant / faible activité / intermédiaire
383,512162,21/08/2025,8,7,2,Élevé montant / moyen activité / récent
384,606329,20/08/2025,10,8,2,Élevé montant / moyen activité / récent
385,296675,14/08/2025,1,14,3,Faible montant / faible activité / intermédiaire
386,470727,17/08/2025,0,11,3,Faible montant / faible activité / intermédiaire
387,761143,17/08/2025,10,11,2,Élevé montant / moyen activité / récent
388,962737,25/08/2025,2,3,2,Élevé montant / moyen activité / récent
389,512806,25/08/2025,18,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
390,582687,18/08/2025,14,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
391,882948,07/08/2025,3,21,1,Moyen montant / faible activité / ancien
392,519382,08/08/2025,5,20,1,Moyen montant / faible activité / ancien
393,490127,20/08/2025,9,8,2,Élevé montant / moyen activité / récent
394,446975,06/08/2025,8,22,1,Moyen montant / faible activité / ancien
395,273212,18/08/2025,17,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
396,699633,02/08/2025,22,26,0,Élevé montant / élevé activité / ancien
397,44766,14/08/2025,4,14,3,Faible montant / faible activité / intermédiaire
398,101167,06/08/2025,23,22,5,"Petits mais actifs (faible montant, très actifs)"
399,718514,03/08/2025,8,25,1,Moyen montant / faible activité / ancien
400,826903,05/08/2025,9,23,1,Moyen montant / faible activité / ancien
401,489265,07/08/2025,16,21,5,"Petits mais actifs (faible montant, très actifs)"
402,944673,23/08/2025,18,5,2,Élevé montant / moyen activité / récent
403,277588,01/08/2025,5,27,1,Moyen montant / faible activité / ancien
404,158214,19/08/2025,23,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
405,674427,17/08/2025,3,11,2,Élevé montant / moyen activité / récent
406,859431,03/08/2025,17,25,0,Élevé montant / élevé activité / ancien
407,18784,02/08/2025,10,26,5,"Petits mais actifs (faible montant, très actifs)"
408,186934,20/08/2025,2,8,3,Faible montant / faible activité / intermédiaire
409,181697,06/08/2025,11,22,5,"Petits mais actifs (faible montant, très actifs)"
410,548249,12/08/2025,4,16,1,Moyen montant / faible activité / ancien
411,115299,06/08/2025,22,22,5,"Petits mais actifs (faible montant, très actifs)"
412,758372,08/08/2025,18,20,0,Élevé montant / élevé activité / ancien
413,714434,14/08/2025,2,14,2,Élevé montant / moyen activité / récent
414,915417,07/08/2025,4,21,1,Moyen montant / faible activité / ancien
415,256172,24/08/2025,9,4,3,Faible montant / faible activité / intermédiaire
416,860009,10/08/2025,0,18,1,Moyen montant / faible activité / ancien
417,974608,12/08/2025,16,16,0,Élevé montant / élevé activité / ancien
418,808880,23/08/2025,7,5,2,Élevé montant / moyen activité / récent
419,846133,07/08/2025,12,21,0,Élevé montant / élevé activité / ancien
420,715291,12/08/2025,22,16,0,Élevé montant / élevé activité / ancien
421,377600,10/08/2025,0,18,1,Moyen montant / faible activité / ancien
422,240917,01/08/2025,13,27,5,"Petits mais actifs (faible montant, très actifs)"
423,489372,19/08/2025,2,9,3,Faible montant / faible activité / intermédiaire
424,239058,08/08/2025,24,20,5,"Petits mais actifs (faible montant, très actifs)"
425,958545,04/08/2025,25,24,0,Élevé montant / élevé activité / ancien
426,622195,09/08/2025,9,19,1,Moyen montant / faible activité / ancien
427,256789,14/08/2025,2,14,3,Faible montant / faible activité / intermédiaire
428,817898,24/08/2025,16,4,2,Élevé montant / moyen activité / récent
429,719830,15/08/2025,25,13,0,Élevé montant / élevé activité / ancien
430,320181,10/08/2025,5,18,3,Faible montant / faible activité / intermédiaire
431,501503,22/08/2025,24,6,4,"Fidèles réguliers (activité élevée, montant moyen)"
432,256610,25/08/2025,13,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
433,425109,16/08/2025,13,12,4,"Fidèles réguliers (activité élevée, montant moyen)"
434,761131,25/08/2025,10,3,2,Élevé montant / moyen activité / récent
435,818665,10/08/2025,0,18,1,Moyen montant / faible activité / ancien
436,122545,17/08/2025,15,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
437,36397,08/08/2025,10,20,5,"Petits mais actifs (faible montant, très actifs)"
438,414434,14/08/2025,14,14,4,"Fidèles réguliers (activité élevée, montant moyen)"
439,713737,20/08/2025,25,8,4,"Fidèles réguliers (activité élevée, montant moyen)"
440,91106,16/08/2025,3,12,3,Faible montant / faible activité / intermédiaire
441,697214,24/08/2025,24,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
442,893013,07/08/2025,21,21,0,Élevé montant / élevé activité / ancien
443,73025,13/08/2025,7,15,3,Faible montant / faible activité / intermédiaire
444,194570,05/08/2025,13,23,5,"Petits mais actifs (faible montant, très actifs)"
445,69146,17/08/2025,8,11,3,Faible montant / faible activité / intermédiaire
446,450190,17/08/2025,0,11,3,Faible montant / faible activité / intermédiaire
447,888766,16/08/2025,8,12,2,Élevé montant / moyen activité / récent
448,936247,11/08/2025,1,17,1,Moyen montant / faible activité / ancien
449,825860,01/08/2025,17,27,0,Élevé montant / élevé activité / ancien
450,446631,24/08/2025,18,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
451,720144,08/08/2025,24,20,0,Élevé montant / élevé activité / ancien
452,891915,10/08/2025,16,18,0,Élevé montant / élevé activité / ancien
453,941840,14/08/2025,8,14,2,Élevé montant / moyen activité / récent
454,612084,15/08/2025,15,13,4,"Fidèles réguliers (activité élevée, montant moyen)"
455,657738,04/08/2025,14,24,0,Élevé montant / élevé activité / ancien
456,144554,24/08/2025,16,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
457,423120,04/08/2025,12,24,5,"Petits mais actifs (faible montant, très actifs)"
458,880098,06/08/2025,14,22,0,Élevé montant / élevé activité / ancien
459,105331,19/08/2025,8,9,3,Faible montant / faible activité / intermédiaire
460,56918,18/08/2025,18,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
461,388492,17/08/2025,8,11,3,Faible montant / faible activité / intermédiaire
462,756224,23/08/2025,1,5,2,Élevé montant / moyen activité / récent
463,460278,03/08/2025,6,25,1,Moyen montant / faible activité / ancien
464,270380,17/08/2025,16,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
465,271058,25/08/2025,23,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
466,667461,12/08/2025,25,16,0,Élevé montant / élevé activité / ancien
467,420869,17/08/2025,25,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
468,214257,21/08/2025,1,7,3,Faible montant / faible activité / intermédiaire
469,12641,13/08/2025,0,15,3,Faible montant / faible activité / intermédiaire
470,584056,24/08/2025,2,4,2,Élevé montant / moyen activité / récent
471,369703,15/08/2025,9,13,3,Faible montant / faible activité / intermédiaire
472,984747,20/08/2025,4,8,2,Élevé montant / moyen activité / récent
473,348775,23/08/2025,17,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
474,555557,15/08/2025,25,13,4,"Fidèles réguliers (activité élevée, montant moyen)"
475,831883,02/08/2025,14,26,0,Élevé montant / élevé activité / ancien
476,847561,19/08/2025,13,9,2,Élevé montant / moyen activité / récent
477,186008,21/08/2025,16,7,4,"Fidèles réguliers (activité élevée, montant moyen)"
478,551056,18/08/2025,21,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
479,921552,14/08/2025,16,14,0,Élevé montant / élevé activité / ancien
480,595551,02/08/2025,25,26,0,Élevé montant / élevé activité / ancien
481,331746,22/08/2025,3,6,3,Faible montant / faible activité / intermédiaire
482,282231,10/08/2025,17,18,5,"Petits mais actifs (faible montant, très actifs)"
483,875450,06/08/2025,11,22,0,Élevé montant / élevé activité / ancien
484,910682,15/08/2025,10,13,2,Élevé montant / moyen activité / récent
485,450898,23/08/2025,15,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
486,853273,11/08/2025,16,17,0,Élevé montant / élevé activité / ancien
487,332774,14/08/2025,4,14,3,Faible montant / faible activité / intermédiaire
488,470847,22/08/2025,4,6,3,Faible montant / faible activité / intermédiaire
489,945164,09/08/2025,15,19,0,Élevé montant / élevé activité / ancien
490,539823,11/08/2025,1,17,1,Moyen montant / faible activité / ancien
491,785933,19/08/2025,3,9,2,Élevé montant / moyen activité / récent
492,742363,06/08/2025,0,22,1,Moyen montant / faible activité / ancien
493,477879,21/08/2025,16,7,4,"Fidèles réguliers (activité élevée, montant moyen)"
494,57987,04/08/2025,21,24,5,"Petits mais actifs (faible montant, très actifs)"
495,713895,02/08/2025,0,26,1,Moyen montant / faible activité / ancien
496,564212,09/08/2025,14,19,0,Élevé montant / élevé activité / ancien
497,621834,18/08/2025,19,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
498,948698,22/08/2025,9,6,2,Élevé montant / moyen activité / récent
499,336844,03/08/2025,14,25,5,"Petits mais actifs (faible montant, très actifs)"
500,730700,05/08/2025,24,23,0,Élevé montant / élevé activité / ancien
501,208003,18/08/2025,25,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
502,911880,10/08/2025,24,18,0,Élevé montant / élevé activité / ancien
503,793374,16/08/2025,0,12,2,Élevé montant / moyen activité / récent
504,719117,24/08/2025,8,4,2,Élevé montant / moyen activité / récent
505,58101,19/08/2025,17,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
506,305337,17/08/2025,19,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
507,997118,13/08/2025,12,15,2,Élevé montant / moyen activité / récent
508,343994,10/08/2025,25,18,5,"Petits mais actifs (faible montant, très actifs)"
509,13978,23/08/2025,13,5,3,Faible montant / faible activité / intermédiaire
510,611116,05/08/2025,9,23,1,Moyen montant / faible activité / ancien
511,83773,10/08/2025,4,18,3,Faible montant / faible activité / intermédiaire
512,213425,24/08/2025,2,4,3,Faible montant / faible activité / intermédiaire
513,787958,01/08/2025,12,27,0,Élevé montant / élevé activité / ancien
514,860336,15/08/2025,11,13,2,Élevé montant / moyen activité / récent
515,168154,06/08/2025,5,22,5,"Petits mais actifs (faible montant, très actifs)"
516,693789,04/08/2025,17,24,0,Élevé montant / élevé activité / ancien
517,314530,11/08/2025,16,17,5,"Petits mais actifs (faible montant, très actifs)"
518,937896,09/08/2025,22,19,0,Élevé montant / élevé activité / ancien
519,983868,08/08/2025,25,20,0,Élevé montant / élevé activité / ancien
520,444612,08/08/2025,21,20,5,"Petits mais actifs (faible montant, très actifs)"
521,176732,03/08/2025,20,25,5,"Petits mais actifs (faible montant, très actifs)"
522,745183,15/08/2025,7,13,2,Élevé montant / moyen activité / récent
523,493749,13/08/2025,11,15,3,Faible montant / faible activité / intermédiaire
524,593252,18/08/2025,20,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
525,935027,14/08/2025,7,14,2,Élevé montant / moyen activité / récent
526,530846,07/08/2025,24,21,0,Élevé montant / élevé activité / ancien
527,765098,07/08/2025,25,21,0,Élevé montant / élevé activité / ancien
528,685744,14/08/2025,5,14,2,Élevé montant / moyen activité / récent
529,710095,19/08/2025,3,9,2,Élevé montant / moyen activité / récent
530,676917,11/08/2025,7,17,1,Moyen montant / faible activité / ancien
531,774813,01/08/2025,8,27,1,Moyen montant / faible activité / ancien
532,332794,24/08/2025,18,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
533,323513,04/08/2025,5,24,1,Moyen montant / faible activité / ancien
534,354137,21/08/2025,17,7,4,"Fidèles réguliers (activité élevée, montant moyen)"
535,837709,01/08/2025,10,27,1,Moyen montant / faible activité / ancien
536,273254,19/08/2025,12,9,3,Faible montant / faible activité / intermédiaire
537,120978,24/08/2025,10,4,3,Faible montant / faible activité / intermédiaire
538,337784,21/08/2025,24,7,4,"Fidèles réguliers (activité élevée, montant moyen)"
539,914501,15/08/2025,23,13,0,Élevé montant / élevé activité / ancien
540,729536,22/08/2025,25,6,4,"Fidèles réguliers (activité élevée, montant moyen)"
541,625437,15/08/2025,17,13,4,"Fidèles réguliers (activité élevée, montant moyen)"
542,877378,14/08/2025,3,14,2,Élevé montant / moyen activité / récent
543,104340,18/08/2025,14,10,3,Faible montant / faible activité / intermédiaire
544,32365,14/08/2025,20,14,5,"Petits mais actifs (faible montant, très actifs)"
545,333586,20/08/2025,9,8,3,Faible montant / faible activité / intermédiaire
546,918178,16/08/2025,20,12,0,Élevé montant / élevé activité / ancien
547,220786,10/08/2025,20,18,5,"Petits mais actifs (faible montant, très actifs)"
548,960936,24/08/2025,1,4,2,Élevé montant / moyen activité / récent
549,25548,11/08/2025,18,17,5,"Petits mais actifs (faible montant, très actifs)"
550,60512,10/08/2025,5,18,3,Faible montant / faible activité / intermédiaire
551,452040,19/08/2025,4,9,3,Faible montant / faible activité / intermédiaire
552,312117,06/08/2025,17,22,5,"Petits mais actifs (faible montant, très actifs)"
553,887518,08/08/2025,16,20,0,Élevé montant / élevé activité / ancien
554,241348,02/08/2025,14,26,5,"Petits mais actifs (faible montant, très actifs)"
555,850643,14/08/2025,3,14,2,Élevé montant / moyen activité / récent
556,699009,04/08/2025,16,24,0,Élevé montant / élevé activité / ancien
557,870324,02/08/2025,2,26,1,Moyen montant / faible activité / ancien
558,74787,07/08/2025,0,21,3,Faible montant / faible activité / intermédiaire
559,716454,14/08/2025,0,14,1,Moyen montant / faible activité / ancien
560,290751,25/08/2025,4,3,3,Faible montant / faible activité / intermédiaire
561,914119,23/08/2025,7,5,2,Élevé montant / moyen activité / récent
562,647098,25/08/2025,24,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
563,944276,17/08/2025,19,11,0,Élevé montant / élevé activité / ancien
564,418511,10/08/2025,14,18,5,"Petits mais actifs (faible montant, très actifs)"
565,752234,06/08/2025,5,22,1,Moyen montant / faible activité / ancien
566,203400,21/08/2025,12,7,3,Faible montant / faible activité / intermédiaire
567,785464,15/08/2025,23,13,0,Élevé montant / élevé activité / ancien
568,360566,01/08/2025,0,27,1,Moyen montant / faible activité / ancien
569,711908,05/08/2025,18,23,0,Élevé montant / élevé activité / ancien
570,907135,19/08/2025,0,9,2,Élevé montant / moyen activité / récent
571,188682,01/08/2025,13,27,5,"Petits mais actifs (faible montant, très actifs)"
572,487367,10/08/2025,9,18,1,Moyen montant / faible activité / ancien
573,430673,11/08/2025,0,17,1,Moyen montant / faible activité / ancien
574,89371,05/08/2025,15,23,5,"Petits mais actifs (faible montant, très actifs)"
575,751118,25/08/2025,19,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
576,697763,08/08/2025,9,20,1,Moyen montant / faible activité / ancien
577,469769,23/08/2025,13,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
578,979961,23/08/2025,2,5,2,Élevé montant / moyen activité / récent
579,411709,25/08/2025,3,3,3,Faible montant / faible activité / intermédiaire
580,798021,12/08/2025,10,16,2,Élevé montant / moyen activité / récent
581,44158,10/08/2025,5,18,3,Faible montant / faible activité / intermédiaire
582,403543,07/08/2025,10,21,5,"Petits mais actifs (faible montant, très actifs)"
583,450775,24/08/2025,8,4,3,Faible montant / faible activité / intermédiaire
584,581162,18/08/2025,15,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
585,771590,02/08/2025,14,26,0,Élevé montant / élevé activité / ancien
586,508855,09/08/2025,13,19,5,"Petits mais actifs (faible montant, très actifs)"
587,390885,14/08/2025,6,14,3,Faible montant / faible activité / intermédiaire
588,646711,13/08/2025,10,15,2,Élevé montant / moyen activité / récent
589,350326,02/08/2025,5,26,1,Moyen montant / faible activité / ancien
590,821719,06/08/2025,0,22,1,Moyen montant / faible activité / ancien
591,617307,17/08/2025,7,11,2,Élevé montant / moyen activité / récent
592,543426,22/08/2025,1,6,2,Élevé montant / moyen activité / récent
593,851499,06/08/2025,6,22,1,Moyen montant / faible activité / ancien
594,183480,15/08/2025,14,13,3,Faible montant / faible activité / intermédiaire
595,470168,01/08/2025,17,27,5,"Petits mais actifs (faible montant, très actifs)"
596,18508,14/08/2025,4,14,3,Faible montant / faible activité / intermédiaire
597,764391,09/08/2025,18,19,0,Élevé montant / élevé activité / ancien
598,775304,25/08/2025,6,3,2,Élevé montant / moyen activité / récent
599,862502,01/08/2025,14,27,0,Élevé montant / élevé activité / ancien
600,601781,20/08/2025,6,8,2,Élevé montant / moyen activité / récent
601,608803,03/08/2025,7,25,1,Moyen montant / faible activité / ancien
602,153498,07/08/2025,5,21,3,Faible montant / faible activité / intermédiaire
603,347304,12/08/2025,21,16,5,"Petits mais actifs (faible montant, très actifs)"
604,169335,24/08/2025,0,4,3,Faible montant / faible activité / intermédiaire
605,528862,14/08/2025,20,14,4,"Fidèles réguliers (activité élevée, montant moyen)"
606,415242,21/08/2025,11,7,3,Faible montant / faible activité / intermédiaire
607,867807,12/08/2025,20,16,0,Élevé montant / élevé activité / ancien
608,163697,23/08/2025,13,5,3,Faible montant / faible activité / intermédiaire
609,671660,13/08/2025,5,15,1,Moyen montant / faible activité / ancien
610,832849,21/08/2025,8,7,2,Élevé montant / moyen activité / récent
611,782412,04/08/2025,0,24,1,Moyen montant / faible activité / ancien
612,903763,25/08/2025,0,3,2,Élevé montant / moyen activité / récent
613,367765,16/08/2025,3,12,3,Faible montant / faible activité / intermédiaire
614,295970,24/08/2025,7,4,3,Faible montant / faible activité / intermédiaire
615,819644,03/08/2025,22,25,0,Élevé montant / élevé activité / ancien
616,893528,11/08/2025,10,17,2,Élevé montant / moyen activité / récent
617,575417,21/08/2025,15,7,4,"Fidèles réguliers (activité élevée, montant moyen)"
618,205182,12/08/2025,13,16,5,"Petits mais actifs (faible montant, très actifs)"
619,999291,11/08/2025,13,17,0,Élevé montant / élevé activité / ancien
620,345674,13/08/2025,24,15,4,"Fidèles réguliers (activité élevée, montant moyen)"
621,74888,16/08/2025,0,12,3,Faible montant / faible activité / intermédiaire
622,181714,09/08/2025,1,19,3,Faible montant / faible activité / intermédiaire
623,738479,03/08/2025,17,25,0,Élevé montant / élevé activité / ancien
624,868702,23/08/2025,20,5,2,Élevé montant / moyen activité / récent
625,477095,02/08/2025,19,26,5,"Petits mais actifs (faible montant, très actifs)"
626,164589,24/08/2025,16,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
627,598758,24/08/2025,20,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
628,277975,08/08/2025,19,20,5,"Petits mais actifs (faible montant, très actifs)"
629,442693,17/08/2025,13,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
630,394037,05/08/2025,6,23,1,Moyen montant / faible activité / ancien
631,755646,08/08/2025,16,20,0,Élevé montant / élevé activité / ancien
632,895800,17/08/2025,16,11,2,Élevé montant / moyen activité / récent
633,722362,03/08/2025,19,25,0,Élevé montant / élevé activité / ancien
634,401215,12/08/2025,23,16,4,"Fidèles réguliers (activité élevée, montant moyen)"
635,735152,24/08/2025,3,4,2,Élevé montant / moyen activité / récent
636,139104,10/08/2025,7,18,3,Faible montant / faible activité / intermédiaire
637,306147,11/08/2025,1,17,3,Faible montant / faible activité / intermédiaire
638,602836,23/08/2025,12,5,2,Élevé montant / moyen activité / récent
639,580515,03/08/2025,0,25,1,Moyen montant / faible activité / ancien
640,446789,07/08/2025,18,21,5,"Petits mais actifs (faible montant, très actifs)"
641,718784,21/08/2025,15,7,2,Élevé montant / moyen activité / récent
642,694872,05/08/2025,24,23,0,Élevé montant / élevé activité / ancien
643,640730,16/08/2025,13,12,2,Élevé montant / moyen activité / récent
644,809569,24/08/2025,2,4,2,Élevé montant / moyen activité / récent
645,63494,06/08/2025,23,22,5,"Petits mais actifs (faible montant, très actifs)"
646,943726,11/08/2025,19,17,0,Élevé montant / élevé activité / ancien
647,837983,14/08/2025,12,14,2,Élevé montant / moyen activité / récent
648,540912,09/08/2025,21,19,0,Élevé montant / élevé activité / ancien
649,254777,24/08/2025,9,4,3,Faible montant / faible activité / intermédiaire
650,903637,14/08/2025,6,14,2,Élevé montant / moyen activité / récent
651,182588,12/08/2025,9,16,3,Faible montant / faible activité / intermédiaire
652,913920,21/08/2025,18,7,2,Élevé montant / moyen activité / récent
653,854243,15/08/2025,18,13,0,Élevé montant / élevé activité / ancien
654,373619,20/08/2025,11,8,3,Faible montant / faible activité / intermédiaire
655,383270,04/08/2025,7,24,1,Moyen montant / faible activité / ancien
656,876359,12/08/2025,24,16,0,Élevé montant / élevé activité / ancien
657,285991,20/08/2025,23,8,4,"Fidèles réguliers (activité élevée, montant moyen)"
658,977923,06/08/2025,12,22,0,Élevé montant / élevé activité / ancien
659,879023,22/08/2025,16,6,2,Élevé montant / moyen activité / récent
660,681912,20/08/2025,13,8,2,Élevé montant / moyen activité / récent
661,780865,11/08/2025,23,17,0,Élevé montant / élevé activité / ancien
662,413497,08/08/2025,1,20,1,Moyen montant / faible activité / ancien
663,209387,17/08/2025,25,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
664,900319,13/08/2025,9,15,2,Élevé montant / moyen activité / récent
665,782524,02/08/2025,1,26,1,Moyen montant / faible activité / ancien
666,392522,17/08/2025,11,11,3,Faible montant / faible activité / intermédiaire
667,80737,04/08/2025,2,24,3,Faible montant / faible activité / intermédiaire
668,645485,17/08/2025,7,11,2,Élevé montant / moyen activité / récent
669,411001,08/08/2025,1,20,1,Moyen montant / faible activité / ancien
670,983622,04/08/2025,11,24,0,Élevé montant / élevé activité / ancien
671,249603,10/08/2025,23,18,5,"Petits mais actifs (faible montant, très actifs)"
672,956072,13/08/2025,24,15,0,Élevé montant / élevé activité / ancien
673,263148,10/08/2025,11,18,5,"Petits mais actifs (faible montant, très actifs)"
674,787891,18/08/2025,6,10,2,Élevé montant / moyen activité / récent
675,872448,04/08/2025,20,24,0,Élevé montant / élevé activité / ancien
676,418926,24/08/2025,0,4,3,Faible montant / faible activité / intermédiaire
677,208143,23/08/2025,20,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
678,448790,21/08/2025,10,7,3,Faible montant / faible activité / intermédiaire
679,184076,18/08/2025,3,10,3,Faible montant / faible activité / intermédiaire
680,989503,05/08/2025,5,23,1,Moyen montant / faible activité / ancien
681,157215,19/08/2025,19,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
682,409645,06/08/2025,5,22,1,Moyen montant / faible activité / ancien
683,652039,06/08/2025,6,22,1,Moyen montant / faible activité / ancien
684,322660,13/08/2025,17,15,5,"Petits mais actifs (faible montant, très actifs)"
685,463207,18/08/2025,1,10,3,Faible montant / faible activité / intermédiaire
686,974018,19/08/2025,1,9,2,Élevé montant / moyen activité / récent
687,532013,18/08/2025,6,10,2,Élevé montant / moyen activité / récent
688,66051,10/08/2025,10,18,5,"Petits mais actifs (faible montant, très actifs)"
689,954395,17/08/2025,21,11,0,Élevé montant / élevé activité / ancien
690,960609,25/08/2025,7,3,2,Élevé montant / moyen activité / récent
691,458531,12/08/2025,12,16,5,"Petits mais actifs (faible montant, très actifs)"
692,328676,16/08/2025,25,12,4,"Fidèles réguliers (activité élevée, montant moyen)"
693,732076,25/08/2025,22,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
694,403026,13/08/2025,1,15,3,Faible montant / faible activité / intermédiaire
695,910814,25/08/2025,15,3,2,Élevé montant / moyen activité / récent
696,622376,23/08/2025,17,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
697,29310,15/08/2025,8,13,3,Faible montant / faible activité / intermédiaire
698,432553,03/08/2025,0,25,1,Moyen montant / faible activité / ancien
699,985260,11/08/2025,0,17,1,Moyen montant / faible activité / ancien
700,76611,17/08/2025,12,11,3,Faible montant / faible activité / intermédiaire
701,444666,23/08/2025,2,5,3,Faible montant / faible activité / intermédiaire
702,660436,16/08/2025,14,12,2,Élevé montant / moyen activité / récent
703,156645,21/08/2025,7,7,3,Faible montant / faible activité / intermédiaire
704,466926,09/08/2025,6,19,1,Moyen montant / faible activité / ancien
705,591688,18/08/2025,1,10,2,Élevé montant / moyen activité / récent
706,70611,23/08/2025,5,5,3,Faible montant / faible activité / intermédiaire
707,825894,24/08/2025,6,4,2,Élevé montant / moyen activité / récent
708,347724,12/08/2025,7,16,3,Faible montant / faible activité / intermédiaire
709,211220,23/08/2025,24,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
710,858842,13/08/2025,0,15,1,Moyen montant / faible activité / ancien
711,868456,13/08/2025,15,15,0,Élevé montant / élevé activité / ancien
712,122917,07/08/2025,2,21,3,Faible montant / faible activité / intermédiaire
713,74426,25/08/2025,23,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
714,242085,07/08/2025,22,21,5,"Petits mais actifs (faible montant, très actifs)"
715,429916,22/08/2025,19,6,4,"Fidèles réguliers (activité élevée, montant moyen)"
716,514095,13/08/2025,9,15,1,Moyen montant / faible activité / ancien
717,10242,11/08/2025,23,17,5,"Petits mais actifs (faible montant, très actifs)"
718,849554,08/08/2025,13,20,0,Élevé montant / élevé activité / ancien
719,709440,17/08/2025,19,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
720,445933,20/08/2025,2,8,3,Faible montant / faible activité / intermédiaire
721,622481,01/08/2025,22,27,0,Élevé montant / élevé activité / ancien
722,861488,18/08/2025,9,10,2,Élevé montant / moyen activité / récent
723,289001,12/08/2025,16,16,5,"Petits mais actifs (faible montant, très actifs)"
724,342465,12/08/2025,24,16,4,"Fidèles réguliers (activité élevée, montant moyen)"
725,591133,07/08/2025,15,21,0,Élevé montant / élevé activité / ancien
726,165683,22/08/2025,11,6,3,Faible montant / faible activité / intermédiaire
727,866894,06/08/2025,23,22,0,Élevé montant / élevé activité / ancien
728,961978,15/08/2025,25,13,0,Élevé montant / élevé activité / ancien
729,864853,25/08/2025,3,3,2,Élevé montant / moyen activité / récent
730,489297,25/08/2025,2,3,2,Élevé montant / moyen activité / récent
731,167107,13/08/2025,23,15,4,"Fidèles réguliers (activité élevée, montant moyen)"
732,329405,07/08/2025,25,21,5,"Petits mais actifs (faible montant, très actifs)"
733,320918,03/08/2025,16,25,5,"Petits mais actifs (faible montant, très actifs)"
734,609123,02/08/2025,15,26,0,Élevé montant / élevé activité / ancien
735,888964,14/08/2025,14,14,0,Élevé montant / élevé activité / ancien
736,142334,04/08/2025,19,24,5,"Petits mais actifs (faible montant, très actifs)"
737,793973,03/08/2025,24,25,0,Élevé montant / élevé activité / ancien
738,532932,18/08/2025,11,10,2,Élevé montant / moyen activité / récent
739,711164,20/08/2025,18,8,4,"Fidèles réguliers (activité élevée, montant moyen)"
740,45303,01/08/2025,21,27,5,"Petits mais actifs (faible montant, très actifs)"
741,925965,09/08/2025,4,19,1,Moyen montant / faible activité / ancien
742,603529,07/08/2025,4,21,1,Moyen montant / faible activité / ancien
743,752050,13/08/2025,4,15,1,Moyen montant / faible activité / ancien
744,749964,15/08/2025,9,13,2,Élevé montant / moyen activité / récent
745,33655,01/08/2025,12,27,5,"Petits mais actifs (faible montant, très actifs)"
746,168289,11/08/2025,2,17,3,Faible montant / faible activité / intermédiaire
747,997840,19/08/2025,21,9,0,Élevé montant / élevé activité / ancien
748,627947,05/08/2025,12,23,1,Moyen montant / faible activité / ancien
749,201895,25/08/2025,18,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
750,991956,20/08/2025,9,8,2,Élevé montant / moyen activité / récent
751,22497,05/08/2025,5,23,5,"Petits mais actifs (faible montant, très actifs)"
752,43759,16/08/2025,11,12,3,Faible montant / faible activité / intermédiaire
753,545904,07/08/2025,21,21,0,Élevé montant / élevé activité / ancien
754,660544,20/08/2025,4,8,2,Élevé montant / moyen activité / récent
755,302688,23/08/2025,3,5,3,Faible montant / faible activité / intermédiaire
