societaire,montant_moyen,nb_transactions_mois,dernière_transaction,dernière_transaction_jour
333669,70602.0,5,2025-07-29,35
334237,6984.7169811320755,106,2025-08-17,16
334256,57797.5,16,2025-07-27,37
334336,55744.2,25,2025-08-18,15
334484,15107.5,2,2025-08-11,22
334485,4800.0,1,2025-07-11,53
334587,90535.71428571429,7,2025-08-04,29
334615,72250.71428571429,7,2025-08-07,26
334634,102500.0,2,2025-07-28,36
334640,5500.0,2,2025-08-11,22
334700,125961.66666666667,6,2025-08-08,25
334728,34714.28571428572,14,2025-08-04,29
334799,2000.0,1,2025-07-10,54
334806,23308.75,8,2025-08-16,17
334810,23100.0,2,2025-08-05,28
334819,103400.0,2,2025-07-29,35
334853,47915.0,10,2025-08-16,17
334885,101496.75,4,2025-07-28,36
334889,172588.75,4,2025-07-30,34
334900,50482.857142857145,14,2025-08-18,15
334963,28400.0,4,2025-07-31,33
334984,123987.5,4,2025-08-07,26
335000,38211.36363636364,22,2025-08-11,22
335028,16794.671641791047,67,2025-08-17,16
335220,45833.333333333336,3,2025-08-04,29
335403,80333.33333333333,3,2025-08-06,27
335406,35377.5,4,2025-08-01,32
335464,33815.068493150684,73,2025-08-18,15
335776,140000.0,1,2025-08-18,15
335816,126333.33333333333,3,2025-08-04,29
335867,23620.303030303032,33,2025-08-09,24
335904,83248.33333333333,3,2025-07-28,36
335916,40000.0,1,2025-07-29,35
335959,79198.71428571429,7,2025-07-28,36
335965,200000.0,1,2025-06-29,65
335979,112625.0,4,2025-07-28,36
335980,37060.666666666664,15,2025-08-16,17
336007,65394.375,16,2025-07-14,50
336011,179790.0,2,2025-07-29,35
336013,36906.25,16,2025-07-30,34
336092,54316.25,8,2025-08-11,22
336147,102591.42857142857,7,2025-08-05,28
336186,15982.222222222223,18,2025-08-14,19
336212,35420.75,4,2025-07-31,33
336319,30000.0,1,2025-08-05,28
336414,33440.555555555555,9,2025-08-04,29
336433,109907.5,4,2025-08-08,25
336446,12850.0,2,2025-07-25,39
336557,18833.333333333332,3,2025-07-27,37
336604,32825.0,9,2025-06-22,72
336661,21271.81818181818,33,2025-08-18,15
336718,77156.875,8,2025-08-08,25
336754,81573.86363636363,22,2025-08-17,16
336785,26930.0,3,2025-08-13,20
336835,81666.66666666667,3,2025-07-28,36
336900,131300.0,1,2025-07-16,48
336931,25829.48275862069,58,2025-08-15,18
336978,11000.084745762711,59,2025-08-16,17
337000,67750.0,9,2025-08-16,17
337096,16100.0,2,2025-08-14,19
337098,24500.0,11,2025-08-18,15
337108,135778.57142857142,7,2025-08-04,29
337172,94130.43478260869,23,2025-08-18,15
337238,23769.469696969696,66,2025-08-18,15
337257,85866.875,8,2025-08-08,25
337323,135010.0,3,2025-07-28,36
337337,26694.444444444445,9,2025-07-30,34
337371,200000.0,1,2025-07-29,35
337416,62833.333333333336,6,2025-08-18,15
337497,12665.0,10,2025-08-13,20
337500,1811.111111111111,9,2025-07-29,35
337504,116300.0,5,2025-07-29,35
337509,129933.33333333333,9,2025-08-12,21
337515,27948.75,8,2025-07-29,35
337530,135833.33333333334,6,2025-08-16,17
337574,12800.0,7,2025-08-02,31
337595,29360.95238095238,21,2025-08-11,22
337643,27200.0,5,2025-08-03,30
337653,9342.115384615385,26,2025-08-17,16
337659,27727.272727272728,11,2025-08-18,15
337688,167670.0,4,2025-07-29,35
337766,125548.57142857143,7,2025-07-28,36
337781,16350.0,10,2025-08-17,16
337856,70000.0,2,2025-08-11,22
337934,92775.0,2,2025-07-25,39
337957,126933.33333333333,3,2025-07-06,58
337993,30000.0,1,2025-06-26,68
338045,44428.57142857143,7,2025-08-16,17
338066,20868.75,8,2025-08-13,20
338103,134001.5,6,2025-08-07,26
338115,15750.0,2,2025-07-12,52
338117,44532.5,12,2025-08-16,17
338184,59311.25,8,2025-08-06,27
338201,26733.333333333332,3,2025-07-30,34
338346,119500.0,3,2025-07-30,34
338347,20450.0,26,2025-08-08,25
338355,132320.0,4,2025-07-28,36
338384,99220.0,10,2025-08-18,15
338459,172720.0,2,2025-07-29,35
338498,4923.75,4,2025-06-20,74
338617,122784.5,4,2025-07-28,36
338639,27546.960784313724,51,2025-08-18,15
338660,98382.5,4,2025-08-08,25
338743,20000.0,2,2025-07-09,55
338746,26000.0,2,2025-07-12,52
338789,19443.21875,32,2025-08-16,17
338895,31000.0,1,2025-07-28,36
338899,85856.25,8,2025-08-16,17
338991,90000.0,2,2025-07-26,38
339157,3573.0,1,2025-07-26,38
339233,53756.0,10,2025-08-06,27
339322,31713.842105263157,19,2025-08-11,22
339364,61931.25,8,2025-08-03,30
339366,96183.125,8,2025-08-07,26
339380,25000.0,2,2025-07-25,39
339464,95000.0,2,2025-07-30,34
339572,105120.83333333333,12,2025-08-14,19
339636,175416.66666666666,3,2025-07-30,34
339662,158780.0,5,2025-07-28,36
339749,38394.45945945946,37,2025-08-17,16
339942,117000.0,1,2025-08-18,15
339983,22023.125,32,2025-08-16,17
339993,105997.5,2,2025-07-28,36
340080,58307.142857142855,14,2025-08-17,16
340093,72525.0,2,2025-07-03,61
340131,14671.42857142857,7,2025-08-14,19
340193,121333.33333333333,3,2025-08-05,28
341685,60260.0,5,2025-08-06,27
341728,7234.782608695652,23,2025-08-16,17
341772,157375.0,8,2025-07-29,35
341835,98164.375,8,2025-08-01,32
341847,11500.0,5,2025-08-06,27
341923,46790.0,10,2025-07-20,44
341925,30500.0,2,2025-08-15,18
341940,34892.25,40,2025-08-18,15
341958,60854.28571428572,7,2025-08-15,18
341976,131314.75,4,2025-08-12,21
342024,11291.818181818182,33,2025-08-17,16
342028,90750.0,4,2025-07-30,34
342067,32685.882352941175,17,2025-08-18,15
342092,16810.526315789473,19,2025-08-18,15
342108,30000.0,2,2025-08-18,15
342117,52500.0,2,2025-08-08,25
342160,96428.57142857143,7,2025-08-14,19
342228,10543.714285714286,35,2025-08-18,15
342250,103864.28571428571,7,2025-08-02,31
342265,27358.5,2,2025-08-04,29
342267,62945.454545454544,11,2025-08-17,16
342520,46336.666666666664,3,2025-08-05,28
342633,20000.0,1,2025-08-05,28
342642,137726.66666666666,3,2025-07-28,36
342688,73858.125,16,2025-08-09,24
342708,14940.0,12,2025-08-14,19
342784,142500.0,4,2025-07-30,34
342893,88635.0,4,2025-08-04,29
342902,69312.5,8,2025-08-08,25
342953,103013.33333333333,3,2025-08-14,19
342959,19880.0,5,2025-07-15,49
342991,123395.0,6,2025-08-11,22
342998,38038.333333333336,12,2025-07-11,53
343041,167975.0,8,2025-07-25,39
343052,35888.88888888889,9,2025-08-11,22
343113,10056.0,2,2025-07-28,36
343137,30879.071038251364,183,2025-08-16,17
343249,44970.0,10,2025-08-18,15
343321,53750.0,8,2025-08-02,31
343372,138376.66666666666,6,2025-07-28,36
343389,138375.0,4,2025-07-29,35
343391,19896.0,5,2025-07-29,35
343393,10075.0,6,2025-07-31,33
343396,90617.5,4,2025-07-28,36
343482,2521.6666666666665,3,2025-06-28,66
343538,50000.0,1,2025-06-23,71
343563,180333.33333333334,3,2025-07-28,36
343571,41790.625,8,2025-07-28,36
343573,116833.33333333333,3,2025-08-10,23
343614,145500.0,2,2025-07-28,36
343616,63000.0,2,2025-07-28,36
343618,27899.52380952381,21,2025-08-06,27
343621,6000.0,2,2025-07-25,39
343622,60000.0,2,2025-07-23,41
343712,31555.555555555555,9,2025-08-16,17
344089,10358.0,10,2025-08-07,26
344303,2332.5,4,2025-08-09,24
344329,101166.66666666667,3,2025-08-06,27
344331,80400.0,5,2025-07-30,34
344461,13750.0,2,2025-08-08,25
344476,48846.666666666664,6,2025-08-02,31
344556,31000.0,12,2025-08-18,15
344586,57168.333333333336,6,2025-08-09,24
344670,48264.705882352944,34,2025-08-09,24
344687,180500.0,2,2025-07-28,36
344708,150000.0,2,2025-07-28,36
344732,15361.111111111111,9,2025-08-18,15
344767,88671.42857142857,7,2025-08-18,15
344790,80093.0,5,2025-06-24,70
344833,25000.0,2,2025-06-21,73
344850,9069.444444444445,9,2025-07-05,59
344855,144200.0,5,2025-07-31,33
345059,53700.0,3,2025-08-18,15
345062,75241.66666666667,9,2025-08-17,16
345099,155802.5,2,2025-07-30,34
345541,13795.90909090909,22,2025-08-08,25
345564,6961.666666666667,15,2025-08-17,16
345576,50666.666666666664,9,2025-07-28,36
345594,16202.826086956522,46,2025-08-08,25
345704,64159.166666666664,6,2025-07-30,34
345797,85158.0,5,2025-08-15,18
346105,12206.978021978022,91,2025-08-17,16
346469,65583.33333333333,6,2025-08-05,28
346512,83357.14285714286,7,2025-08-08,25
346534,103507.14285714286,7,2025-08-01,32
346554,160300.0,4,2025-07-29,35
346688,78135.71428571429,7,2025-08-14,19
346703,150328.0,5,2025-08-15,18
346775,129135.71428571429,7,2025-07-31,33
346824,30666.666666666668,3,2025-08-12,21
346834,192333.33333333334,3,2025-08-01,32
346835,112171.42857142857,7,2025-08-16,17
346840,93930.0,6,2025-08-15,18
346912,74118.33333333333,3,2025-07-29,35
346937,29278.75,4,2025-07-29,35
346987,119455.0,7,2025-08-04,29
346991,56563.75,8,2025-08-10,23
347006,114119.44444444444,9,2025-08-06,27
347013,105927.5,4,2025-07-28,36
347074,40023.75,4,2025-07-31,33
347103,24833.333333333332,3,2025-07-28,36
347129,101000.0,2,2025-07-28,36
347171,74407.5,12,2025-08-01,32
347178,19484.615384615383,13,2025-08-01,32
347193,145583.33333333334,3,2025-08-04,29
347206,139308.75,4,2025-07-31,33
347222,90650.0,3,2025-06-30,64
347241,9745.454545454546,11,2025-08-03,30
347283,10252.5,2,2025-07-01,63
347321,53000.0,2,2025-08-17,16
347331,64285.555555555555,36,2025-08-18,15
347344,6613.292682926829,41,2025-08-05,28
347361,80980.0,3,2025-07-29,35
347363,48300.0,25,2025-08-18,15
347365,15176.25,4,2025-08-06,27
347386,100000.0,1,2025-08-01,32
347391,70075.0,4,2025-07-28,36
347397,23056.333333333332,15,2025-08-04,29
347408,43786.666666666664,9,2025-07-15,49
347412,14166.111111111111,27,2025-08-18,15
347417,68378.18181818182,11,2025-08-14,19
347432,26801.0,15,2025-08-18,15
347439,9090.0,3,2025-07-30,34
347446,35361.0,10,2025-08-14,19
347451,41107.5,2,2025-07-28,36
347467,126500.0,2,2025-08-02,31
347552,14002.132352941177,136,2025-08-18,15
347582,24579.75,20,2025-08-15,18
347599,7538.333333333333,6,2025-08-10,23
347641,49317.5,4,2025-08-12,21
347670,11018.035714285714,28,2025-07-31,33
347674,164387.5,4,2025-07-28,36
347686,138055.55555555556,9,2025-08-13,20
347701,107709.09090909091,11,2025-08-15,18
347705,18898.095238095237,63,2025-08-18,15
347706,56363.181818181816,11,2025-08-04,29
347784,200500.0,4,2025-08-01,32
347854,100375.0,4,2025-07-29,35
347899,55552.5,16,2025-08-15,18
348021,74666.66666666667,3,2025-08-06,27
348044,10000.0,1,2025-08-06,27
348050,84833.33333333333,6,2025-08-16,17
348051,34712.5,4,2025-07-28,36
348060,22687.5,4,2025-07-01,63
348081,160000.0,4,2025-07-31,33
348188,148185.7142857143,7,2025-08-04,29
348206,202000.0,1,2025-07-26,38
348216,89683.0,2,2025-07-28,36
348219,94000.0,1,2025-07-01,63
348230,127392.85714285714,7,2025-08-04,29
350433,53861.666666666664,6,2025-07-30,34
350445,18545.454545454544,11,2025-08-15,18
350466,27637.5,4,2025-07-29,35
350467,100500.0,2,2025-07-29,35
350494,79022.5,4,2025-07-29,35
350568,79107.77777777778,9,2025-08-14,19
350584,41426.84210526316,19,2025-08-14,19
350600,137500.0,4,2025-06-20,74
350672,174000.0,2,2025-07-25,39
350694,89166.66666666667,6,2025-08-14,19
350712,505.0,1,2025-06-30,64
350715,170000.0,5,2025-07-07,57
350717,35943.75,8,2025-07-31,33
350727,62318.75,8,2025-08-08,25
350740,23212.5,12,2025-08-04,29
350779,159500.0,2,2025-07-29,35
350826,76390.71428571429,7,2025-08-01,32
350840,60000.0,2,2025-07-29,35
350847,61320.0,5,2025-08-14,19
350849,35000.0,1,2025-07-28,36
350920,32250.0,4,2025-07-31,33
350927,96597.5,8,2025-08-11,22
350989,70000.0,1,2025-08-01,32
351075,8444.09090909091,11,2025-08-16,17
351184,30313.636363636364,44,2025-08-04,29
351204,54857.142857142855,7,2025-08-11,22
351226,18048.333333333332,36,2025-08-18,15
351264,46683.333333333336,3,2025-07-28,36
351270,23353.42105263158,19,2025-07-31,33
351292,113875.0,4,2025-07-28,36
351295,83252.5,4,2025-07-26,38
351339,31512.5,4,2025-07-02,62
351348,48445.71428571428,14,2025-08-18,15
351393,124715.0,2,2025-07-25,39
351395,108576.66666666667,6,2025-08-15,18
351486,144103.57142857142,7,2025-07-28,36
351538,26139.285714285714,28,2025-08-10,23
351542,56765.833333333336,6,2025-07-26,38
351686,27500.0,2,2025-08-16,17
351819,19605.96153846154,26,2025-08-17,16
351873,7589.210526315789,19,2025-08-18,15
351875,97550.0,2,2025-07-26,38
351882,16931.639344262294,61,2025-08-18,15
352034,47962.142857142855,14,2025-08-01,32
352057,95572.5,4,2025-07-28,36
352139,22310.0,12,2025-08-15,18
352143,86440.0,5,2025-08-01,32
352199,45732.09302325582,43,2025-08-18,15
352233,68322.72727272728,11,2025-08-11,22
352241,53030.0,3,2025-07-31,33
352258,109928.57142857143,7,2025-08-09,24
352267,117162.5,4,2025-07-29,35
352320,87062.5,4,2025-07-28,36
352353,157500.0,2,2025-08-01,32
352354,43019.230769230766,13,2025-08-18,15
352389,127318.0,2,2025-07-28,36
352401,104586.66666666667,6,2025-08-05,28
352403,19561.666666666668,3,2025-07-22,42
352420,11570.51282051282,39,2025-08-18,15
352422,73900.0,5,2025-07-28,36
352423,109763.0,2,2025-07-29,35
352429,39471.2,25,2025-08-17,16
352470,8560.0,4,2025-07-27,37
352505,52166.666666666664,3,2025-07-29,35
352514,116011.42857142857,7,2025-08-07,26
352519,116123.33333333333,6,2025-08-18,15
352520,79000.0,2,2025-07-29,35
352622,33763.793103448275,29,2025-08-16,17
352629,21964.375,16,2025-07-29,35
352669,55000.0,2,2025-08-05,28
352676,7942.307692307692,26,2025-08-15,18
352737,32825.0,2,2025-06-30,64
352758,62500.0,2,2025-07-28,36
352776,100000.0,1,2025-07-10,54
352782,92520.0,5,2025-07-10,54
352817,50000.0,1,2025-08-14,19
352818,16224.130434782608,23,2025-08-10,23
352822,19150.0,5,2025-08-15,18
352831,163375.0,2,2025-07-29,35
352839,144218.75,4,2025-08-04,29
352848,8804.285714285714,21,2025-08-18,15
352858,151101.25,4,2025-07-29,35
352862,13513.333333333334,15,2025-07-24,40
352880,25505.0,3,2025-08-17,16
352921,77242.0,5,2025-07-29,35
352922,51480.0,11,2025-08-07,26
352974,84466.4705882353,17,2025-08-18,15
353002,59227.666666666664,15,2025-08-11,22
353024,136264.2857142857,7,2025-08-08,25
353027,12601.333333333334,75,2025-08-18,15
353031,52542.1875,16,2025-07-30,34
353036,30332.03125,32,2025-08-15,18
353056,15301.666666666666,18,2025-07-29,35
353069,47376.0,5,2025-08-11,22
353071,23462.352941176472,17,2025-07-31,33
353114,25397.17391304348,23,2025-08-15,18
353130,141570.0,5,2025-07-28,36
353155,70951.66666666667,6,2025-08-01,32
353193,90037.14285714286,7,2025-08-05,28
353202,54921.142857142855,35,2025-08-17,16
353203,136350.0,1,2025-06-27,67
353224,190000.0,1,2025-06-27,67
353254,92520.0,5,2025-07-30,34
353265,103000.0,5,2025-07-29,35
353276,56950.0,10,2025-08-12,21
353302,22337.916666666668,12,2025-08-12,21
353316,28000.0,2,2025-08-02,31
353320,74291.66666666667,6,2025-08-09,24
353329,70663.75,8,2025-08-15,18
353367,51201.0,5,2025-08-13,20
353370,75000.0,1,2025-08-01,32
353387,40889.857142857145,35,2025-08-08,25
353432,19952.380952380954,21,2025-08-18,15
353439,130579.66666666667,6,2025-07-30,34
353445,55046.25,12,2025-08-16,17
353451,133333.33333333334,3,2025-08-02,31
353488,10888.636363636364,22,2025-07-28,36
353496,13102.222222222223,9,2025-07-31,33
353497,76400.0,6,2025-08-07,26
353499,15326.95652173913,92,2025-08-16,17
353506,73117.5,4,2025-08-01,32
353514,47408.88888888889,9,2025-08-16,17
353521,86333.33333333333,3,2025-08-02,31
353541,92018.0,10,2025-08-09,24
353554,32432.127659574468,47,2025-08-17,16
353559,107500.0,5,2025-08-17,16
353581,79694.5,2,2025-07-28,36
353609,127000.0,1,2025-06-27,67
353623,5050.0,1,2025-06-27,67
353627,175000.0,2,2025-07-29,35
353649,165000.0,1,2025-07-25,39
353663,105350.0,3,2025-08-05,28
353666,53670.0,3,2025-07-28,36
353694,14613.57142857143,21,2025-08-02,31
353716,42217.0,5,2025-08-06,27
353743,67564.0,5,2025-08-01,32
353755,30232.272727272728,22,2025-08-15,18
353760,60000.0,2,2025-07-29,35
353768,138786.0,5,2025-08-01,32
353778,20612.5,12,2025-07-29,35
353813,116666.66666666667,6,2025-08-15,18
353849,45140.5,10,2025-07-29,35
353860,77872.46153846153,65,2025-08-18,15
353869,11714.285714285714,14,2025-07-27,37
353882,51916.666666666664,3,2025-08-08,25
353904,37538.75,24,2025-08-07,26
353929,13010.93023255814,43,2025-08-17,16
353934,44732.22222222222,9,2025-07-26,38
353937,32314.5,4,2025-07-31,33
353948,91771.5,10,2025-07-31,33
353963,201600.0,5,2025-08-12,21
353966,31690.76923076923,26,2025-08-13,20
354035,52596.92307692308,13,2025-08-12,21
354036,62648.75,4,2025-07-28,36
354039,24840.29411764706,17,2025-08-17,16
354046,27434.375,32,2025-08-13,20
354048,49838.88888888889,9,2025-08-14,19
354077,75602.85714285714,7,2025-07-28,36
354157,80068.18181818182,22,2025-08-17,16
354161,85000.0,1,2025-06-28,66
354180,149000.0,2,2025-06-28,66
354188,8212.592592592593,27,2025-08-07,26
354193,94438.57142857143,7,2025-07-31,33
354225,25000.0,3,2025-08-11,22
354239,95572.27272727272,22,2025-08-16,17
354255,19136.222222222223,45,2025-08-18,15
354261,31375.0,12,2025-08-08,25
354305,15586.666666666666,12,2025-08-18,15
354308,183577.5,4,2025-07-29,35
354316,43464.166666666664,12,2025-08-13,20
354325,101893.75,4,2025-08-14,19
354339,115645.0,2,2025-07-30,34
354354,56666.666666666664,6,2025-07-31,33
354387,62588.666666666664,15,2025-08-11,22
354392,10000.0,4,2025-08-14,19
354398,54166.666666666664,3,2025-08-11,22
354400,30734.117647058825,17,2025-08-07,26
354451,125583.33333333333,3,2025-07-16,48
354474,30971.46153846154,26,2025-08-18,15
354517,25466.363636363636,11,2025-08-11,22
354538,36232.7027027027,37,2025-08-09,24
354597,87790.0,3,2025-07-29,35
354608,132864.54545454544,11,2025-08-16,17
354616,117855.26315789473,19,2025-08-13,20
354629,49455.0,2,2025-06-26,68
354670,32887.307692307695,26,2025-08-18,15
354678,107664.375,8,2025-07-28,36
354695,89995.0,3,2025-08-13,20
354700,15050.0,4,2025-07-01,63
354719,150000.0,2,2025-08-01,32
354741,63476.153846153844,13,2025-07-30,34
354754,98000.0,8,2025-07-30,34
354755,132892.85714285713,7,2025-08-11,22
354780,125000.0,2,2025-08-13,20
354829,39309.85294117647,34,2025-08-15,18
354854,21506.272727272728,55,2025-07-29,35
354858,179537.5,4,2025-07-29,35
355006,33905.0,17,2025-08-16,17
355042,34284.8,25,2025-08-16,17
355072,180000.0,2,2025-08-01,32
355100,87028.33333333333,3,2025-06-28,66
355106,169008.69565217392,23,2025-08-05,28
355127,38133.333333333336,15,2025-08-14,19
355148,74888.46153846153,13,2025-08-01,32
355165,170195.0,2,2025-07-12,52
355184,92700.0,9,2025-08-07,26
355207,29284.655172413793,29,2025-08-14,19
355229,157500.0,4,2025-07-28,36
355236,55550.0,4,2025-07-28,36
355255,80000.0,6,2025-07-28,36
355323,41827.64705882353,17,2025-08-17,16
355339,110692.77777777778,9,2025-08-05,28
355455,59396.666666666664,3,2025-07-26,38
355456,56350.0,8,2025-08-08,25
355472,57155.555555555555,9,2025-07-29,35
355570,103837.5,4,2025-07-28,36
355656,127400.0,5,2025-08-12,21
355677,96507.5,4,2025-07-31,33
355707,56003.333333333336,3,2025-08-05,28
355844,56000.0,4,2025-08-14,19
355952,159837.5,4,2025-07-02,62
355998,128528.33333333333,6,2025-07-31,33
356001,34290.0,6,2025-08-02,31
356013,152500.0,2,2025-07-29,35
356059,36280.0,5,2025-08-13,20
356063,39964.76190476191,21,2025-08-11,22
356280,68700.0,4,2025-07-24,40
356424,30000.0,1,2025-08-15,18
356440,79336.66666666667,3,2025-07-03,61
356480,1010.0,1,2025-07-13,51
356484,138250.0,4,2025-07-31,33
356537,71934.0,5,2025-08-14,19
356612,15594.5,10,2025-08-18,15
356726,8996.785714285714,14,2025-08-12,21
356765,54883.333333333336,6,2025-08-05,28
356772,73635.0,12,2025-08-18,15
356784,121930.0,5,2025-08-11,22
356801,48865.454545454544,11,2025-08-16,17
356825,85209.09090909091,11,2025-08-15,18
356852,114821.42857142857,7,2025-08-08,25
356890,43752.27272727273,11,2025-08-13,20
356903,33061.92307692308,13,2025-07-31,33
356937,135833.33333333334,6,2025-08-05,28
356947,119766.66666666667,3,2025-07-28,36
356972,116543.75,4,2025-08-13,20
356973,38554.0,10,2025-08-18,15
357001,200000.0,1,2025-06-28,66
357018,50000.0,1,2025-06-25,69
357121,87117.5,4,2025-07-26,38
357124,151250.0,4,2025-07-28,36
357247,39403.75,8,2025-07-30,34
357265,27731.57894736842,38,2025-08-06,27
357317,25000.0,2,2025-08-07,26
357329,31333.333333333332,3,2025-08-01,32
357350,50000.0,2,2025-07-24,40
357509,44000.0,5,2025-08-04,29
357591,16333.333333333334,6,2025-08-18,15
357665,50000.0,1,2025-07-11,53
357739,135000.0,1,2025-08-14,19
357946,104934.0,25,2025-08-15,18
358011,42552.307692307695,13,2025-08-15,18
358056,16275.0,2,2025-08-06,27
358189,88766.66666666667,9,2025-08-18,15
358226,14715.0,9,2025-08-10,23
358239,123000.0,1,2025-07-25,39
358243,21145.0,9,2025-07-30,34
358254,35732.857142857145,35,2025-08-15,18
358277,42420.0,15,2025-07-27,37
358321,97500.0,2,2025-07-24,40
358423,35350.0,2,2025-06-21,73
358442,108457.5,4,2025-08-13,20
358448,12177.777777777777,9,2025-08-17,16
358490,112500.0,2,2025-07-26,38
358500,56100.0,3,2025-07-04,60
358502,81802.0,5,2025-07-29,35
358675,16025.0,2,2025-08-18,15
359063,25000.0,1,2025-07-11,53
359537,36350.0,4,2025-08-03,30
359569,15851.25,8,2025-08-18,15
359574,27220.0,7,2025-08-15,18
359619,57036.666666666664,9,2025-08-16,17
359655,43500.0,2,2025-08-08,25
359684,58723.333333333336,9,2025-08-01,32
360339,39122.22222222222,9,2025-08-16,17
360347,147725.0,2,2025-07-28,36
360531,154920.0,5,2025-08-05,28
360601,60000.0,1,2025-07-16,48
360864,130890.0,11,2025-08-15,18
360872,200000.0,2,2025-07-28,36
360876,66000.0,2,2025-08-01,32
360889,186850.0,1,2025-06-18,76
360899,90000.0,2,2025-08-06,27
360902,12607.569444444445,72,2025-08-15,18
360909,12571.42857142857,14,2025-08-17,16
360949,61166.666666666664,9,2025-08-01,32
361046,48430.0,10,2025-07-29,35
361093,67293.75,8,2025-07-28,36
361125,155297.5,4,2025-08-01,32
361207,107970.0,5,2025-08-11,22
361236,105302.5,4,2025-07-29,35
361302,101808.33333333333,6,2025-07-30,34
361411,100162.5,4,2025-08-06,27
361511,7705.555555555556,18,2025-08-15,18
361525,86343.33333333333,3,2025-07-28,36
361526,60145.5,10,2025-08-18,15
361572,46038.82352941176,17,2025-08-17,16
361577,36620.375,16,2025-08-04,29
361638,93638.88888888889,9,2025-08-18,15
361641,100500.0,4,2025-08-07,26
361754,13180.890410958904,73,2025-08-18,15
361763,49441.25,4,2025-08-14,19
362304,18843.333333333332,9,2025-07-07,57
362695,73322.5,12,2025-08-03,30
363266,32587.5,4,2025-08-07,26
363322,167666.66666666666,3,2025-07-05,59
363630,97500.0,2,2025-08-01,32
363639,112398.0,10,2025-08-03,30
363714,85067.30769230769,26,2025-08-18,15
363717,44900.0,5,2025-08-15,18
363969,64000.0,1,2025-07-02,62
364201,52621.8,5,2025-08-05,28
364259,110100.0,10,2025-07-29,35
364260,79541.66666666667,6,2025-08-04,29
364738,52367.5,8,2025-08-11,22
364942,90091.33333333333,3,2025-07-30,34
366409,70833.33333333333,3,2025-08-13,20
366416,20265.0,4,2025-08-01,32
366434,25133.333333333332,3,2025-08-12,21
366444,52082.0,5,2025-07-31,33
366486,150008.33333333334,6,2025-07-30,34
366487,94890.0,7,2025-08-11,22
366516,10433.636363636364,33,2025-07-14,50
366522,87687.5,4,2025-08-02,31
366529,5000.0,1,2025-07-05,59
366530,6547.272727272727,22,2025-08-13,20
366547,73951.66666666667,9,2025-08-11,22
366553,132125.0,20,2025-08-09,24
366557,9785.390625,64,2025-07-30,34
366578,30169.23076923077,13,2025-08-08,25
366584,12769.52380952381,21,2025-08-06,27
366628,62792.307692307695,13,2025-08-08,25
366700,153190.0,3,2025-06-28,66
366725,150000.0,6,2025-07-29,35
366734,112500.0,2,2025-07-30,34
366748,52696.8,5,2025-07-28,36
366760,15000.0,1,2025-07-14,50
366768,33944.782608695656,23,2025-08-07,26
366779,16846.896551724138,29,2025-08-09,24
366795,190000.0,1,2025-06-28,66
366813,110889.28571428571,7,2025-07-28,36
366833,42000.0,2,2025-08-11,22
366841,118685.0,2,2025-07-30,34
366849,72500.0,2,2025-07-29,35
366857,95339.0,2,2025-07-29,35
366884,10378.461538461539,39,2025-08-18,15
366887,17077.758620689656,29,2025-08-18,15
366917,114280.0,3,2025-07-31,33
366931,166000.0,2,2025-07-26,38
366962,54986.470588235294,17,2025-08-17,16
366966,97775.0,4,2025-07-28,36
366975,11239.23076923077,13,2025-08-05,28
367001,82361.0,6,2025-08-05,28
367018,8400.0,5,2025-07-10,54
367022,51471.666666666664,6,2025-07-29,35
367023,47133.75,4,2025-07-28,36
367074,136261.11111111112,9,2025-08-03,30
367091,53407.77777777778,18,2025-07-28,36
367092,100000.0,1,2025-07-02,62
367108,52588.181818181816,11,2025-08-05,28
367113,60981.0,5,2025-07-28,36
367116,115956.0,5,2025-07-29,35
367138,174833.33333333334,3,2025-08-05,28
367163,52494.28571428572,7,2025-07-28,36
367164,103450.0,10,2025-08-18,15
367181,95818.18181818182,11,2025-08-16,17
367187,164256.25,8,2025-08-11,22
367195,118550.0,2,2025-07-25,39
367199,46200.0,2,2025-07-29,35
367204,10527.931034482759,29,2025-08-18,15
367208,126382.5,4,2025-07-28,36
367218,165833.33333333334,6,2025-08-18,15
367222,34696.666666666664,3,2025-07-28,36
367235,110176.25,4,2025-08-09,24
367237,44404.642857142855,14,2025-08-17,16
367239,94384.0,5,2025-08-14,19
367254,74175.0,3,2025-07-30,34
367272,53222.22222222222,18,2025-08-18,15
367274,145450.0,4,2025-07-29,35
367277,7000.0,1,2025-06-28,66
367279,55692.307692307695,13,2025-08-18,15
367286,101451.0,5,2025-08-05,28
367301,126390.90909090909,11,2025-08-09,24
367324,7424.62962962963,27,2025-07-04,60
367327,45384.28571428572,14,2025-08-08,25
367329,1000.0,1,2025-06-30,64
367334,56518.333333333336,3,2025-07-30,34
367335,85959.0,5,2025-07-28,36
367339,132000.0,2,2025-06-19,75
367344,62268.75,4,2025-07-29,35
367348,144333.33333333334,6,2025-07-29,35
367350,87390.0,7,2025-08-15,18
367360,30931.75,20,2025-08-14,19
367372,154787.5,4,2025-07-29,35
367377,29000.0,8,2025-08-12,21
367388,39046.11111111111,9,2025-07-29,35
367399,26482.25806451613,31,2025-08-16,17
367403,99633.5,4,2025-07-30,34
367427,143000.0,4,2025-08-18,15
367434,30687.5,12,2025-08-15,18
367437,99992.85714285714,7,2025-08-01,32
367438,40000.0,1,2025-07-30,34
