client_id,montant_moyen,dernière_transaction,nb_transactions_mois,dernière_transaction_jour,anomalie
773,393323,01/08/2025,6,27,0
774,859676,24/08/2025,3,4,0
775,666770,20/08/2025,5,8,0
776,445251,11/08/2025,5,17,0
777,194559,14/08/2025,20,14,0
778,669363,08/08/2025,17,20,0
779,774985,06/08/2025,24,22,0
780,699439,09/08/2025,17,19,0
781,944778,07/08/2025,20,21,0
782,501782,06/08/2025,5,22,0
783,253471,20/08/2025,9,8,0
784,857817,16/08/2025,15,12,0
785,745398,21/08/2025,15,7,0
786,25005,01/08/2025,14,27,0
787,309254,01/08/2025,16,27,0
788,751791,19/08/2025,23,9,0
789,140415,01/08/2025,2,27,0
790,169636,18/08/2025,10,10,0
791,823584,21/08/2025,18,7,0
792,247634,13/08/2025,20,15,0
793,498397,20/08/2025,12,8,0
794,777224,15/08/2025,0,13,0
795,795322,21/08/2025,13,7,0
796,772515,10/08/2025,7,18,0
797,603482,11/08/2025,12,17,0
798,176968,05/08/2025,2,23,0
799,565380,25/08/2025,15,3,0
800,408707,05/08/2025,15,23,0
801,95217,22/08/2025,8,6,0
802,662686,10/08/2025,17,18,0
803,328819,08/08/2025,16,20,0
804,644978,15/08/2025,24,13,0
805,170642,11/08/2025,4,17,0
806,401619,09/08/2025,16,19,0
807,338693,11/08/2025,14,17,0
808,378896,15/08/2025,3,13,0
809,638742,15/08/2025,5,13,0
810,92394,23/08/2025,3,5,0
811,213199,13/08/2025,15,15,0
812,310610,22/08/2025,10,6,0
813,274762,21/08/2025,13,7,0
814,854573,17/08/2025,19,11,0
815,91392,14/08/2025,12,14,0
816,260578,22/08/2025,0,6,0
817,299615,19/08/2025,14,9,0
818,952669,20/08/2025,0,8,0
819,79465,11/08/2025,7,17,0
820,796414,24/08/2025,5,4,0
821,115909,04/08/2025,16,24,0
822,626093,13/08/2025,16,15,0
823,282210,11/08/2025,5,17,0
824,420048,24/08/2025,17,4,0
825,276552,15/08/2025,17,13,0
826,635500,19/08/2025,24,9,0
827,589907,17/08/2025,24,11,0
828,864578,15/08/2025,4,13,0
829,609108,16/08/2025,14,12,0
830,612007,08/08/2025,12,20,0
831,726102,20/08/2025,5,8,0
832,934265,23/08/2025,19,5,0
833,954126,14/08/2025,20,14,0
834,94259,09/08/2025,24,19,-1
835,565830,24/08/2025,3,4,0
836,434113,07/08/2025,2,21,0
837,710911,09/08/2025,1,19,0
838,10588,07/08/2025,1,21,0
839,436713,13/08/2025,21,15,0
840,932670,14/08/2025,22,14,0
841,855907,16/08/2025,3,12,0
842,40772,17/08/2025,2,11,0
843,300338,14/08/2025,23,14,0
844,117790,15/08/2025,3,13,0
845,223381,03/08/2025,21,25,0
846,172371,13/08/2025,6,15,0
847,122828,01/08/2025,16,27,0
848,664469,24/08/2025,24,4,0
849,784775,24/08/2025,12,4,0
850,594090,04/08/2025,1,24,0
851,565376,07/08/2025,3,21,0
852,464995,05/08/2025,2,23,0
853,21191,11/08/2025,3,17,0
854,695773,24/08/2025,20,4,0
855,886217,21/08/2025,18,7,0
856,351631,10/08/2025,15,18,0
857,999909,10/08/2025,23,18,0
858,562933,17/08/2025,8,11,0
859,158207,17/08/2025,24,11,0
860,214789,21/08/2025,21,7,0
861,545445,17/08/2025,11,11,0
862,358555,25/08/2025,7,3,0
863,753374,14/08/2025,10,14,0
864,278274,02/08/2025,5,26,0
865,44740,12/08/2025,13,16,0
866,93034,05/08/2025,21,23,0
867,518365,06/08/2025,2,22,0
868,809563,17/08/2025,1,11,0
869,585414,11/08/2025,22,17,0
870,582646,12/08/2025,20,16,0
871,515508,22/08/2025,6,6,0
872,297399,20/08/2025,6,8,0
873,287357,19/08/2025,21,9,0
874,512091,13/08/2025,19,15,0
875,697834,21/08/2025,4,7,0
876,782071,23/08/2025,12,5,0
877,460153,23/08/2025,21,5,0
878,330759,15/08/2025,17,13,0
879,806383,07/08/2025,4,21,0
880,689806,16/08/2025,13,12,0
881,11796,12/08/2025,6,16,0
882,128303,07/08/2025,19,21,0
883,291491,06/08/2025,14,22,0
884,884633,20/08/2025,4,8,0
885,727900,04/08/2025,21,24,0
886,580790,01/08/2025,5,27,0
887,561623,15/08/2025,15,13,0
888,593049,16/08/2025,5,12,0
889,881163,10/08/2025,2,18,0
890,689979,04/08/2025,1,24,0
891,83889,11/08/2025,17,17,0
892,393651,07/08/2025,23,21,0
893,115259,10/08/2025,4,18,0
894,268789,01/08/2025,12,27,0
895,877074,05/08/2025,0,23,0
896,728658,03/08/2025,3,25,0
897,405465,20/08/2025,5,8,0
898,647354,06/08/2025,5,22,0
899,833615,07/08/2025,19,21,0
900,247469,10/08/2025,10,18,0
901,133066,17/08/2025,8,11,0
902,407042,08/08/2025,11,20,0
903,945976,15/08/2025,21,13,0
904,979142,17/08/2025,0,11,0
905,486485,23/08/2025,22,5,0
906,592096,08/08/2025,25,20,0
907,459840,14/08/2025,20,14,0
908,584767,20/08/2025,24,8,0
909,875473,05/08/2025,12,23,0
910,608184,04/08/2025,4,24,0
911,692092,22/08/2025,20,6,0
912,209513,13/08/2025,4,15,0
913,692986,17/08/2025,2,11,0
914,83993,23/08/2025,25,5,1
915,397484,19/08/2025,11,9,0
916,988731,25/08/2025,19,3,0
917,457348,17/08/2025,23,11,0
918,706463,21/08/2025,4,7,0
919,839897,25/08/2025,10,3,0
920,908331,13/08/2025,22,15,0
921,825233,02/08/2025,18,26,0
922,415471,12/08/2025,13,16,0
923,274767,25/08/2025,20,3,0
924,503746,02/08/2025,14,26,0
925,238552,04/08/2025,16,24,0
926,765249,24/08/2025,16,4,0
927,543263,12/08/2025,3,16,0
928,70469,21/08/2025,22,7,1
929,49156,18/08/2025,9,10,0
930,262551,03/08/2025,7,25,0
931,658429,04/08/2025,23,24,0
932,699322,04/08/2025,19,24,0
933,319484,08/08/2025,18,20,0
934,393578,10/08/2025,17,18,0
935,324129,19/08/2025,25,9,0
936,733676,02/08/2025,23,26,0
937,458240,09/08/2025,2,19,0
938,494098,05/08/2025,25,23,0
939,989646,07/08/2025,25,21,0
940,714259,12/08/2025,8,16,0
941,294018,14/08/2025,20,14,0
942,336061,18/08/2025,9,10,0
943,700363,20/08/2025,19,8,0
944,321932,03/08/2025,24,25,0
945,913919,08/08/2025,8,20,0
946,355843,07/08/2025,17,21,0
947,781546,05/08/2025,14,23,0
948,376168,05/08/2025,7,23,0
949,660507,24/08/2025,19,4,0
950,346698,20/08/2025,25,8,0
951,571260,24/08/2025,25,4,0
952,688699,17/08/2025,13,11,0
953,986564,08/08/2025,7,20,0
954,906134,08/08/2025,16,20,0
955,594158,02/08/2025,25,26,0
956,816913,17/08/2025,0,11,0
957,388163,24/08/2025,0,4,0
958,776439,11/08/2025,22,17,0
959,472751,13/08/2025,8,15,0
960,554848,25/08/2025,4,3,0
961,201454,13/08/2025,11,15,0
962,750066,06/08/2025,9,22,0
963,132021,08/08/2025,3,20,0
964,353585,18/08/2025,13,10,0
965,783710,12/08/2025,15,16,0
966,858401,21/08/2025,8,7,0
967,472775,06/08/2025,6,22,0
968,270030,16/08/2025,3,12,0
969,443982,08/08/2025,3,20,0
970,429938,23/08/2025,9,5,0
971,333239,12/08/2025,14,16,0
972,620537,06/08/2025,17,22,0
973,383139,18/08/2025,3,10,0
974,443401,02/08/2025,2,26,0
975,348962,12/08/2025,2,16,0
976,909399,25/08/2025,23,3,-1
977,934144,22/08/2025,11,6,0
978,465278,22/08/2025,5,6,0
979,860483,19/08/2025,19,9,0
980,552696,25/08/2025,21,3,0
981,243782,23/08/2025,23,5,0
982,956550,09/08/2025,5,19,0
983,41561,22/08/2025,23,6,1
984,207371,14/08/2025,2,14,0
985,911623,23/08/2025,11,5,0
986,369923,09/08/2025,13,19,0
987,715853,24/08/2025,23,4,0
988,80413,03/08/2025,5,25,0
989,229488,20/08/2025,6,8,0
990,361975,10/08/2025,15,18,0
991,438720,02/08/2025,11,26,0
992,97436,04/08/2025,7,24,0
993,400787,13/08/2025,15,15,0
994,878234,08/08/2025,13,20,0
995,874170,08/08/2025,5,20,0
996,710636,11/08/2025,16,17,0
997,873962,02/08/2025,12,26,0
998,275274,01/08/2025,3,27,0
999,767928,14/08/2025,23,14,0
1000,338375,25/08/2025,24,3,0
